PDB_ID	ALA	ARG	ASN	ASP	CYS	GLU	GLN	GLY	HIS	ILE	LEU	LYS	MET	PHE	PRO	SER	THR	TRP	TYR	VAL
1a66	9	10	2	1	1	5	6	7	6	8	13	5	2	3	6	9	5	1	3	9
1a6a	0	1	3	1	1	2	2	2	4	1	4	1	1	3	1	3	5	1	5	5
1a6q	8	8	7	11	7	7	4	11	3	7	14	6	4	7	4	10	5	1	4	14
1a6y	1	7	2	0	5	1	0	3	1	1	0	1	1	3	0	1	0	0	1	3
1a6z	6	6	4	9	2	3	7	6	4	6	19	4	3	9	4	7	3	9	12	8
1a7c	12	2	3	2	0	2	6	3	1	7	18	2	6	18	6	7	5	2	2	16
1a85	8	1	4	2	0	2	1	4	4	4	6	1	1	7	2	2	3	3	2	2
1a86	7	1	2	2	0	2	1	4	4	4	7	1	1	7	2	1	3	3	3	2
1a8e	13	2	4	8	6	3	2	8	3	5	11	8	2	7	5	7	5	2	10	11
1a8f	9	1	3	3	8	3	4	9	3	0	10	3	1	8	7	7	7	1	9	10
1a9b	13	19	4	8	2	11	7	6	2	5	10	4	2	6	4	6	8	5	12	5
1a9e	6	9	3	4	4	6	7	3	3	5	10	4	4	8	2	8	4	6	14	9
1aa2	4	2	3	2	1	1	0	1	3	5	4	1	1	5	2	2	3	1	2	1
1aa9	7	3	3	1	1	3	1	7	1	5	10	6	1	4	1	3	5	0	3	10
1aap	0	1	2	2	2	1	1	0	0	1	0	0	1	3	0	2	0	1	2	1
1ab2	3	8	2	1	0	3	0	5	5	4	8	2	0	1	1	5	3	1	5	4
1abi	6	5	1	2	3	2	4	10	2	7	12	4	5	4	3	5	3	4	6	11
1abj	6	4	4	4	3	4	3	8	5	6	13	2	4	4	3	4	4	6	6	9
1abn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1abw	3	2	2	2	2	2	2	2	3	0	7	3	1	3	1	0	1	1	2	3
1aby	5	2	2	2	1	1	2	2	3	0	6	2	1	1	3	1	2	1	2	6
1ad6	3	3	2	1	3	4	1	2	2	4	13	1	3	6	1	2	2	1	4	5
1ad8	5	5	0	3	5	2	4	11	1	9	12	4	5	5	4	5	5	3	6	10
1ads	5	3	5	4	4	4	5	5	4	13	8	2	2	5	7	5	4	4	6	14
1adx	3	0	1	2	5	2	3	2	0	2	1	0	1	2	2	1	2	0	1	0
1adz	0	3	7	8	6	7	2	7	0	3	4	6	1	6	3	0	3	0	5	0
1ae8	5	4	0	3	4	3	4	11	1	8	13	4	5	4	3	6	3	4	6	9
1afe	5	5	0	3	5	3	3	11	1	8	15	4	5	4	3	5	3	3	6	9
1afo	2	2	0	0	0	1	1	3	2	4	4	0	1	2	0	2	1	0	1	3
1ag2	1	2	3	0	2	3	3	0	2	3	0	2	5	1	2	1	2	0	3	7
1agb	8	7	4	6	5	4	7	4	3	3	8	4	4	8	2	8	8	7	16	9
1agc	9	8	4	7	5	6	6	4	2	4	9	3	4	8	3	9	8	7	15	10
1agd	10	8	4	6	4	6	7	4	3	4	9	3	4	8	3	8	6	6	16	10
1age	8	6	4	5	4	6	7	3	3	3	7	3	4	10	2	8	7	7	16	9
1agf	9	9	4	7	4	9	7	3	6	4	7	3	4	10	2	9	10	8	16	9
1agp	4	2	2	3	2	2	1	7	0	6	9	3	1	4	0	2	4	0	4	9
1ags	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1agw	4	9	3	3	2	7	3	6	4	2	14	5	5	4	8	6	3	4	6	5
1ah1	6	3	3	2	4	4	6	8	0	6	6	1	1	2	1	5	7	0	3	11
1aht	5	4	1	2	5	2	4	11	2	7	11	6	5	4	4	5	4	4	5	10
1ahw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1ai8	5	4	0	2	3	3	4	12	2	9	13	3	5	4	4	5	4	4	4	12
1aie	1	2	1	1	0	4	0	1	0	1	2	1	1	2	0	0	0	0	1	0
1aii	11	8	4	6	1	4	4	0	1	15	20	4	3	6	3	4	6	1	4	7
1aix	5	4	0	3	4	2	3	11	2	10	14	4	5	4	3	5	4	3	5	10
1aj9	3	2	2	2	2	1	3	2	3	0	8	2	0	4	4	0	2	1	2	7
1aje	9	1	3	4	5	7	2	5	2	5	14	9	1	8	6	3	10	1	6	17
1ajj	0	0	1	2	3	2	0	0	1	1	0	0	0	1	0	2	0	0	0	0
1akj	15	7	2	9	5	5	11	6	9	4	17	9	5	12	6	14	18	8	13	8
1akz	5	2	3	2	2	1	5	5	5	3	12	7	0	2	2	5	5	4	4	9
1ald	12	4	4	3	3	8	7	11	2	11	12	6	1	4	5	9	5	1	5	9
1ale	1	1	1	2	0	2	0	1	0	0	2	2	0	1	0	0	1	0	0	0
1alf	1	1	0	0	0	2	0	0	0	0	0	2	0	2	0	2	1	1	0	1
1alg	4	0	0	2	1	1	2	4	0	0	2	2	2	1	0	0	1	0	0	2
1aly	5	2	4	1	2	2	5	1	2	3	9	4	0	4	1	8	6	1	2	7
1am4	8	5	6	8	1	9	8	4	3	6	8	10	1	7	4	9	10	1	3	12
1am6	5	4	4	2	1	3	3	5	6	5	14	6	1	8	3	4	6	5	4	9
1am9	0	2	3	1	0	2	2	0	0	4	1	4	0	0	0	2	0	0	1	0
1amb	0	0	0	0	0	2	1	0	2	0	1	1	0	2	0	0	0	0	1	2
1amc	1	1	0	0	0	1	1	1	2	0	1	2	0	3	0	1	0	0	1	2
1aml	3	1	1	3	0	3	1	6	3	2	2	2	1	3	0	2	0	0	1	6
1an0	3	1	3	3	3	4	0	3	0	2	9	5	0	5	3	4	7	1	4	13
1anp	1	2	0	0	2	0	1	1	0	1	1	0	0	1	0	3	1	0	0	0
1ant	9	5	5	5	0	9	5	6	1	11	21	10	5	16	5	12	9	1	4	12
1anw	6	9	2	6	0	7	5	3	1	8	18	5	3	4	3	9	7	0	5	12
1anx	6	4	4	4	1	9	1	6	2	5	13	10	3	4	1	5	10	0	6	4
1ao3	5	1	1	3	0	0	2	2	0	4	13	3	2	5	2	2	3	0	2	12
1ao6	21	12	5	13	16	26	9	4	4	6	18	21	3	12	8	11	3	0	6	9
1ao7	13	10	1	6	4	5	7	5	8	2	9	5	5	8	4	5	8	7	10	9
1aos	11	15	1	8	3	7	7	7	3	7	26	5	6	7	3	12	10	5	3	11
1aox	3	1	3	4	2	3	2	5	0	10	8	1	1	5	1	5	6	0	2	12
1ap4	2	2	1	8	1	5	2	1	0	4	4	3	7	5	0	0	0	0	0	6
1ap5	3	2	7	2	1	4	3	7	7	5	8	1	0	3	3	2	2	4	3	4
1ap6	9	2	3	4	1	4	7	9	1	3	9	5	0	3	3	2	5	3	3	4
1apj	3	1	0	1	6	3	3	5	1	3	3	4	0	1	2	5	0	1	1	1
1apy	11	6	2	8	3	4	1	8	2	8	6	3	4	4	3	6	6	1	4	7
1apz	12	6	2	7	2	5	3	8	2	8	6	4	5	5	4	6	7	1	4	7
1aqd	1	6	2	1	2	6	4	4	1	2	8	1	1	1	3	3	3	3	2	5
1ark	7	3	2	4	0	3	2	6	0	5	1	2	4	2	1	1	4	1	4	4
1as4	12	3	5	3	0	2	1	2	2	13	22	6	6	14	4	8	5	1	4	13
1ath	11	6	6	3	1	4	2	6	3	10	21	5	6	19	5	10	5	1	5	12
1atk	9	1	3	2	4	3	0	5	1	6	6	3	3	4	3	7	0	2	4	7
1atu	11	2	4	4	0	5	1	6	4	11	23	10	6	15	4	6	9	1	4	9
1atz	4	1	1	4	0	1	1	1	1	7	11	4	2	5	1	7	2	0	2	11
1au0	9	1	2	0	1	2	3	4	1	6	7	5	2	5	3	8	2	3	5	8
1au1	2	5	7	1	0	3	4	1	3	7	14	3	2	5	1	4	3	0	6	2
1au2	8	1	3	0	2	1	3	5	1	6	6	5	2	5	3	7	2	3	5	8
1au3	11	2	3	3	4	3	2	4	1	6	7	3	3	4	3	10	0	2	5	7
1au4	11	1	2	3	4	2	1	5	2	6	6	3	3	4	4	7	0	2	3	7
1au8	10	6	1	3	2	4	4	9	2	7	10	1	2	4	4	1	6	2	3	12
1auk	13	7	1	6	4	4	3	10	7	6	26	4	2	10	11	8	8	1	10	10
1auq	7	5	0	2	0	3	1	2	1	7	13	4	3	4	3	5	2	1	2	13
1aut	7	6	3	8	4	4	4	12	5	10	16	4	1	4	10	5	6	4	5	10
1av1	3	7	1	7	0	7	4	2	1	0	15	7	1	4	4	7	5	3	2	3
1avf	6	1	3	4	1	2	4	8	0	7	19	1	4	12	4	8	8	4	8	13
1avh	10	9	3	5	1	9	2	2	2	9	15	8	3	2	3	7	7	0	7	7
1avn	4	0	3	4	1	3	3	4	5	6	12	5	0	7	3	3	5	5	5	7
1avr	8	10	3	7	0	8	2	1	2	10	17	9	2	2	4	8	6	0	8	8
1aw0	2	2	1	1	0	4	1	4	0	6	1	1	1	1	1	3	3	0	1	5
1awb	7	3	2	5	3	6	1	7	3	8	6	3	2	5	2	6	5	1	3	13
1awe	6	3	6	2	2	5	3	3	1	7	8	6	4	6	2	3	0	2	1	2
1awf	6	4	0	3	4	3	4	11	2	8	14	6	5	4	4	5	3	4	5	12
1awh	5	4	4	4	4	5	2	10	3	6	11	4	3	5	4	7	4	6	2	7
1awo	2	1	5	2	1	3	2	6	1	2	5	3	0	2	2	2	4	2	3	4
1aww	3	2	1	3	0	5	1	2	0	2	4	2	1	1	2	3	1	2	3	3
1awx	3	2	2	2	0	3	0	1	0	2	4	2	0	1	1	2	0	2	3	3
1ax8	3	2	2	1	2	1	2	1	1	6	16	1	3	1	3	4	4	0	2	4
1axi	7	8	2	7	6	5	8	3	2	8	12	5	2	7	5	6	8	4	10	9
1axn	12	8	4	7	2	5	2	0	1	15	19	5	3	6	3	4	6	1	4	7
1ay6	5	6	0	3	3	2	4	11	2	6	12	4	5	5	3	6	3	3	5	10
1ayu	11	1	3	2	4	3	1	6	1	6	7	4	3	4	3	9	0	2	3	7
1ayv	10	2	3	3	4	3	1	3	1	6	7	3	3	4	4	7	0	2	4	7
1ayw	8	1	3	1	1	2	3	4	1	6	6	4	3	5	3	8	1	3	6	9
1az1	6	3	5	4	5	5	5	5	4	12	7	3	2	5	9	5	4	4	5	13
1az2	6	3	6	4	4	4	5	5	4	14	9	3	2	5	8	5	5	4	6	13
1azg	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
1azm	5	1	3	3	1	4	1	3	8	5	10	2	1	7	6	3	3	5	4	8
1azv	6	3	2	2	3	0	0	9	4	7	5	3	0	3	0	2	2	0	0	11
1azx	11	7	11	10	4	7	3	6	2	12	21	14	4	12	7	13	11	1	4	11
1b08	4	0	1	0	2	5	3	4	0	1	5	3	0	4	1	0	3	0	0	3
1b0f	9	3	1	3	1	2	1	9	1	9	8	0	3	4	3	4	1	3	1	11
1b0g	2	8	3	7	4	9	7	5	4	6	8	4	4	8	5	7	6	4	12	11
1b0l	21	18	4	9	13	11	2	21	4	8	20	12	3	9	9	20	12	4	15	21
1b0r	10	8	1	8	2	3	6	4	9	3	10	3	5	8	3	7	9	7	14	8
1b22	7	0	2	2	0	6	1	0	1	5	5	6	0	1	1	1	1	0	1	1
1b2i	1	3	3	2	4	3	1	1	1	2	3	4	0	1	3	3	3	3	3	0
1b2y	8	11	8	10	2	6	5	5	8	15	13	8	6	13	5	9	4	5	10	16
1b3e	10	2	3	4	7	2	4	9	4	3	11	5	1	8	8	9	7	1	9	11
1b3k	11	5	5	3	0	4	7	5	4	6	14	2	5	11	9	7	8	2	6	8
1b3u	14	6	5	6	4	13	5	8	2	11	29	12	3	9	6	9	5	3	1	16
1b41	15	9	8	5	0	7	4	22	4	4	19	0	3	17	10	14	4	9	11	28
1b47	6	5	4	5	2	4	5	2	2	5	14	5	3	9	3	6	7	3	4	2
1b4f	0	1	2	1	0	0	4	0	1	4	2	3	6	2	0	3	0	1	1	3
1b4g	1	2	1	0	2	2	0	2	0	1	1	4	2	0	2	5	1	0	1	2
1b4i	1	2	1	0	2	2	0	2	0	1	1	4	2	0	1	4	1	0	1	2
1b4r	8	1	0	3	0	1	0	4	3	1	6	0	0	2	2	2	4	1	2	4
1b50	4	2	0	2	4	2	2	1	0	3	2	1	0	4	3	5	5	1	3	3
1b53	2	2	0	0	4	1	2	1	0	3	0	1	0	3	2	0	4	1	2	3
1b55	1	4	0	1	2	3	5	2	1	7	6	4	1	6	3	5	1	2	5	5
1b5g	5	5	1	2	4	3	4	11	1	8	14	4	5	4	4	5	4	3	5	10
1b5u	5	4	3	2	5	2	3	1	0	3	4	1	1	1	0	2	0	5	4	3
1b5v	5	4	3	1	5	2	3	1	0	3	4	1	2	1	0	2	1	5	4	4
1b5w	6	3	2	0	4	1	3	1	0	4	4	1	2	1	0	1	0	4	4	5
1b5x	5	3	3	2	4	1	3	1	0	3	4	1	1	1	0	2	0	4	4	4
1b5y	3	4	3	1	5	1	3	1	0	3	4	1	2	1	0	1	0	4	4	4
1b5z	4	4	2	1	3	3	2	3	0	1	2	3	1	2	0	1	3	2	4	2
1b64	4	1	1	3	2	4	4	3	0	4	7	3	2	0	1	3	2	1	1	8
1b68	2	6	0	1	0	1	4	0	0	0	18	2	2	1	0	2	2	1	3	5
1b6c	7	10	4	9	0	6	4	9	2	5	13	5	0	5	2	8	3	5	9	7
1b6u	4	3	0	2	4	4	2	3	3	3	13	1	2	5	4	12	3	2	4	7
1b7l	3	4	3	1	5	2	3	1	0	3	5	1	2	1	0	2	0	3	4	4
1b7m	4	3	3	2	5	2	3	1	0	4	4	2	2	1	0	2	0	5	4	5
1b7n	4	3	3	1	4	0	3	2	0	3	5	1	2	1	0	2	0	4	4	4
1b7o	3	4	3	1	5	1	4	1	0	2	4	1	1	1	0	2	0	5	4	4
1b7p	6	4	3	1	4	2	3	1	0	3	4	1	2	1	0	2	0	5	4	4
1b7q	5	4	2	0	5	1	3	2	0	4	5	1	1	1	0	2	0	4	4	4
1b7r	5	3	3	1	4	1	2	4	0	3	3	1	2	1	0	2	0	5	4	3
1b7s	6	4	3	1	4	1	3	2	0	2	4	1	1	1	0	3	0	4	4	4
1b7x	3	1	1	5	5	3	4	12	1	6	10	2	4	4	3	5	3	6	2	10
1b86	8	2	4	1	1	2	2	6	2	0	6	3	1	2	4	0	1	1	2	10
1b8m	4	11	0	4	9	1	2	4	1	6	6	4	0	4	0	5	7	4	4	10
1b98	3	7	0	2	5	1	1	2	1	2	3	2	0	2	0	1	4	4	1	5
1b9g	2	1	0	0	2	3	0	1	0	1	3	0	1	2	2	0	0	0	1	2
1ba4	2	1	1	3	0	3	1	3	1	2	2	2	1	3	0	2	0	0	1	3
1ba6	3	1	1	3	0	3	1	6	3	2	2	2	0	3	0	1	0	0	1	6
1ba8	5	5	1	3	5	2	4	11	2	7	13	5	5	4	4	5	4	3	5	11
1ba9	4	3	2	5	1	2	2	12	7	7	5	5	0	3	0	2	3	1	0	10
1bab	3	2	3	1	2	1	2	2	2	0	2	1	0	3	2	0	1	1	3	4
1bas	2	5	1	1	2	3	0	2	0	4	8	0	1	6	0	2	1	0	3	4
1bb0	4	6	1	3	4	2	3	11	2	7	13	3	5	4	4	5	4	4	6	12
1bb3	6	3	3	4	4	0	1	2	1	3	5	2	1	1	0	3	3	3	3	3
1bb4	6	3	4	3	4	0	2	3	1	2	5	2	1	1	0	3	3	2	3	3
1bb5	6	3	3	3	4	0	2	2	1	3	5	1	1	1	0	3	3	3	3	3
1bbb	3	2	3	1	1	2	2	3	3	0	6	0	0	4	2	1	1	1	2	6
1bbo	0	2	2	0	4	1	0	2	4	2	2	8	2	2	2	3	4	0	3	0
1bbr	1	1	0	1	0	1	0	3	0	0	1	0	0	1	0	0	0	0	0	1
1bbs	6	1	2	7	0	2	5	9	1	15	7	0	4	11	1	8	13	2	8	13
1bbz	0	0	3	1	1	2	0	1	1	0	1	0	0	1	1	2	1	2	2	1
1bcd	5	4	4	3	1	2	3	3	6	5	15	4	0	7	3	3	6	5	4	8
1bcu	5	4	1	3	4	2	4	10	1	8	15	5	5	4	4	5	4	4	6	10
1bd2	6	8	2	6	3	2	9	6	8	2	7	4	4	10	4	8	11	6	11	10
1bf5	6	11	7	2	4	15	15	6	3	16	37	18	6	14	11	15	12	9	3	16
1bf9	0	1	1	0	6	1	2	2	0	1	1	1	0	1	2	3	1	0	1	0
1bfb	4	4	3	1	1	0	3	2	0	4	9	6	1	4	0	1	1	0	4	2
1bfc	3	2	2	1	1	0	3	2	0	4	9	7	1	4	0	1	1	0	4	3
1bff	2	6	1	2	2	2	0	2	0	4	10	4	1	5	1	1	1	0	6	4
1bfg	5	5	2	1	1	2	0	1	0	4	11	3	1	3	1	1	0	0	5	2
1bgo	7	2	2	2	3	4	2	5	2	5	4	4	2	2	2	6	0	2	6	11
1bh5	5	4	4	11	2	8	3	5	2	7	10	12	1	7	5	3	6	3	5	4
1bh7	0	1	0	2	0	0	1	0	1	1	2	4	1	2	3	0	1	1	2	1
1bh8	2	1	0	0	1	6	1	1	0	2	3	2	3	3	1	1	1	0	0	6
1bh9	1	1	0	0	0	5	1	1	0	2	3	2	3	3	1	1	1	0	0	6
1bhd	5	1	1	4	0	1	0	1	1	2	7	2	0	4	2	1	2	3	2	4
1bhf	1	5	3	1	2	2	0	2	1	3	5	2	0	2	1	7	3	1	2	3
1bhg	12	11	8	9	3	20	8	13	9	10	20	9	5	13	11	15	12	2	13	15
1bhh	2	2	2	1	0	5	1	4	3	3	7	1	0	5	3	4	2	1	2	4
1bho	3	3	1	4	0	2	3	3	1	7	8	4	3	9	2	2	5	0	3	9
1bhq	2	2	1	3	0	2	3	3	1	7	9	3	3	9	2	2	4	0	3	9
1bht	1	3	4	4	6	3	2	1	0	5	3	7	1	6	1	3	4	1	4	2
1bhx	5	6	0	2	5	2	4	10	1	8	14	5	5	4	3	5	4	3	5	11
1bi7	7	8	1	6	0	1	1	2	1	1	5	0	3	0	3	0	2	0	1	4
1bic	4	3	3	3	1	2	3	4	7	5	14	6	0	8	2	4	4	5	5	8
1bij	4	2	3	1	1	1	2	2	0	0	3	0	0	1	1	0	1	1	2	5
1bil	9	4	3	9	1	3	5	13	3	7	8	2	4	14	3	9	11	3	11	7
1bim	9	3	3	8	1	3	5	13	2	7	9	2	4	13	3	9	11	3	11	7
1bio	7	5	0	3	2	3	3	9	5	4	11	0	2	0	2	7	3	1	3	9
1bix	3	3	2	6	4	5	3	4	2	6	20	1	0	5	3	5	5	4	3	7
1bj5	13	15	6	11	13	15	9	3	7	5	31	15	1	12	11	10	3	1	13	17
1bj8	1	3	2	1	1	3	2	2	0	4	3	3	0	2	3	6	3	4	3	2
1bjb	2	1	0	2	0	3	1	1	3	0	1	1	0	3	0	1	0	0	1	2
1bjc	2	1	0	3	0	3	1	1	3	0	1	1	0	4	0	1	0	0	1	2
1bka	25	20	4	9	13	12	1	20	4	8	20	13	3	9	10	16	11	4	15	22
1bkd	6	15	6	8	2	20	5	8	5	18	28	9	3	14	10	10	17	3	13	21
1bke	12	16	5	10	11	15	7	3	8	5	29	16	1	12	11	10	2	1	12	16
1bkr	3	2	4	2	1	1	0	1	2	5	5	2	1	5	2	1	1	1	2	1
1bla	4	4	2	0	2	0	3	2	0	4	9	7	1	5	1	1	1	0	4	4
1bld	4	4	3	1	2	1	3	4	0	4	9	8	2	5	1	3	2	0	5	5
1blf	26	16	7	14	6	8	9	15	3	9	25	17	2	6	8	13	13	7	7	23
1bm0	20	13	5	13	15	26	9	4	5	6	20	21	4	12	8	11	3	0	6	11
1bm7	4	0	0	1	1	4	0	1	4	2	3	2	1	3	1	1	5	0	3	6
1bml	6	3	2	3	6	5	3	13	3	2	7	4	1	4	5	2	5	2	2	4
1bmm	5	5	2	5	3	5	3	9	2	5	17	3	5	4	3	6	4	5	5	10
1bmn	4	5	4	5	4	5	2	10	2	6	13	3	5	3	5	5	3	7	4	8
1bmp	5	2	2	0	3	3	2	0	3	1	3	4	1	0	2	0	2	1	5	5
1bmq	6	7	1	4	4	1	2	2	2	10	12	4	4	9	3	8	4	2	3	5
1bmz	5	0	0	1	1	3	0	0	4	2	5	2	1	4	1	2	5	0	3	6
1bn1	5	4	4	4	1	3	4	5	5	6	13	6	0	8	4	3	5	5	3	9
1bn3	5	3	3	3	1	3	4	3	6	6	14	6	0	7	3	3	5	4	3	9
1bn4	5	3	4	3	1	3	3	6	5	5	13	6	0	8	5	3	5	4	4	9
1bnd	1	6	0	2	3	1	3	0	1	3	3	3	0	1	1	2	5	2	3	6
1bnl	5	5	1	4	0	3	1	2	3	1	6	2	0	6	3	6	0	1	1	5
1bnm	6	3	4	4	1	3	3	4	5	5	12	6	0	8	5	3	5	4	3	9
1bnn	5	5	3	4	1	3	3	4	5	7	16	5	0	8	3	4	5	4	3	9
1bnq	4	4	3	3	1	3	3	2	5	7	13	4	0	7	4	4	5	5	4	9
1bnt	4	2	3	3	1	4	3	4	5	6	13	6	0	8	2	4	5	5	3	9
1bnu	4	1	3	1	1	3	3	2	6	6	13	5	0	6	3	3	5	4	3	8
1bnv	5	3	4	3	1	4	3	4	5	6	13	6	0	8	4	4	6	4	4	9
1bnw	5	3	4	3	1	3	3	5	5	6	15	6	0	8	3	3	5	4	5	9
1bnx	3	1	0	2	0	1	0	3	0	4	4	1	0	3	2	2	2	0	4	1
1bor	0	0	0	0	4	1	0	0	1	0	5	2	1	1	2	1	1	1	0	0
1boy	4	4	3	2	2	4	2	1	0	6	11	2	1	7	5	8	11	3	8	10
1bp3	6	10	3	6	3	8	5	5	4	8	17	7	4	7	8	5	8	6	5	6
1bp5	14	6	4	6	7	5	3	10	2	5	15	6	0	5	9	4	5	1	13	10
1bpv	1	2	3	1	0	5	0	1	0	4	2	4	0	3	5	4	2	2	2	5
1bqq	6	0	3	5	0	5	2	8	6	2	5	1	2	6	5	1	2	2	2	2
1bqs	11	4	0	0	4	2	5	2	3	1	16	1	1	4	7	8	5	1	2	14
1bqt	5	3	1	3	5	4	1	3	0	1	4	2	1	3	4	1	2	0	2	3
1bqu	3	3	4	3	1	10	2	4	2	6	9	5	1	3	6	3	6	6	3	6
1br8	7	6	4	6	0	7	3	4	1	13	18	9	3	16	5	13	7	1	4	10
1brc	3	2	1	0	3	1	0	1	0	1	0	1	1	2	1	1	0	1	2	0
1bsi	10	13	7	10	2	6	6	13	6	8	11	2	3	13	6	10	5	8	9	17
1bsx	6	4	1	3	6	4	3	5	3	8	16	6	6	9	6	3	4	0	0	8
1bth	4	7	4	7	3	6	5	17	1	5	10	7	3	5	5	6	8	4	6	8
1btj	12	3	3	9	6	5	3	8	4	2	11	11	0	10	2	10	7	2	6	13
1btk	0	2	1	0	5	2	4	1	2	6	6	4	0	7	4	3	1	2	4	5
1btq	0	0	0	0	0	0	0	1	0	3	2	0	0	3	1	1	0	0	1	2
1btr	5	0	0	0	0	0	0	1	0	3	2	0	0	3	1	1	1	0	1	2
1bts	0	0	0	0	0	1	1	3	0	2	5	0	0	1	0	2	1	0	0	2
1btt	3	0	0	0	0	1	1	3	0	2	5	0	0	1	0	2	1	0	0	2
1bu9	10	6	6	6	0	4	4	3	3	3	14	3	1	4	3	0	5	0	0	5
1bui	6	3	1	3	9	4	5	17	5	1	8	5	0	3	7	4	6	3	2	8
1buv	6	0	3	5	0	5	2	8	6	2	5	1	2	6	5	1	2	2	2	2
1buw	3	2	3	1	1	2	2	2	2	0	6	0	0	1	3	1	1	1	2	7
1buy	4	1	0	1	0	4	5	5	1	2	16	5	0	4	1	3	3	1	4	8
1bv3	5	1	3	2	1	3	3	3	6	6	14	6	0	7	3	3	6	4	4	9
1bwc	16	5	3	3	7	9	1	18	3	17	15	5	7	5	8	13	15	2	6	17
1bwn	1	4	0	1	3	2	5	2	1	7	6	4	1	7	3	3	1	1	7	4
1bwx	1	2	2	1	0	3	2	2	3	1	6	3	2	1	0	3	0	1	0	2
1bx2	3	6	3	1	2	4	4	1	2	1	3	1	0	6	1	2	3	2	4	4
1bxl	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
1by2	5	2	2	5	2	2	0	3	0	1	6	0	1	1	0	0	2	2	0	6
1by6	3	1	0	3	0	3	1	2	0	1	4	2	1	1	0	4	4	0	2	3
1by7	6	5	3	1	1	5	3	3	3	8	19	2	10	20	7	7	3	2	7	11
1by8	11	3	7	0	3	6	6	10	4	6	7	7	4	2	4	6	3	6	8	11
